dateOfTrade,tradeID,product,buyingParty,sellingParty,notionalAmount,notionalCurrency,quantity,maturityDate,underlyingPrice,underlyingCurrency,strikePrice
16/04/2010 00:03,UZLKKMLP45038037,Gargantua Space Stations,HWHS51,FYYD57,40120.0,USD,4000,19/02/2014,10.03,USD,10.78
16/04/2010 00:03,AGUYFPQG88948600,Gargantua Space Stations,AMRO66,FYYD57,70210.0,USD,7000,21/05/2013,10.03,USD,11.16
16/04/2010 00:04,XYFFETLY17988370,Stocks,CAVR54,VTKE98,3952963.08,IQD,4000,26/01/2014,99.61,USD,822.09
16/04/2010 00:04,YRYTWALL74883005,Blue Shells,RFZG50,QBAP68,2787540.0,USD,7000,24/09/2013,398.22,USD,364.43
16/04/2010 00:04,NHIIRQBW87788513,Stocks,OPET16,MFJJ99,5938100.0,USD,70000,16/03/2012,84.83,USD,70.37
16/04/2010 00:04,LTHQWHQT32070692,Stocks,VIMV38,UEVD88,1551901.54,TZS,900,09/12/2013,192.27,USD,2051.72
16/04/2010 00:04,QXOMMHTE31827795,Air Balloons,RQGG65,ITTS26,22426.65,XPF,2000,03/05/2015,27.45,USD,12.66
16/04/2010 00:05,WCNZGZOI30569353,Stocks,BMRZ75,RQGG65,31390.55,SLL,200,03/09/2012,42.27,USD,187.65
16/04/2010 00:05,QIFUWUXL75791070,Gauntlets of Zeus,VLJL11,FDWI64,90360.0,USD,800,16/06/2013,112.95,USD,92.09
16/04/2010 00:05,LPJBGEYJ40632116,Stocks,CAVR54,RFZG50,24130016.68,CVE,70000,26/02/2013,35.42,USD,304.31
16/04/2010 00:05,HQHJTCKZ86206815,I-Suits,SRYE59,BBJG05,2694000.0,USD,8000,09/03/2012,336.75,USD,308.7
16/04/2010 00:06,DKJQTSUS51689093,Vilyas,SBUT62,IIZF28,2165340.0,USD,6000,08/12/2013,360.89,USD,329.17
16/04/2010 00:06,GQASJNMS21127882,Stocks,ZVEN26,OPZI26,112680.0,USD,3000,14/03/2014,257.35,ZMK,35.05
16/04/2010 00:06,SEDIBROP66096464,Stocks,TBVE46,KUWI70,1414.0,USD,200,05/05/2014,7.07,USD,6.03
16/04/2010 00:06,SNWMSPBK25837390,PROBLEMs,PKBF70,CMZC67,2965140.0,USD,9000,25/07/2013,329.46,USD,379.71
16/04/2010 00:06,FFLGLUXN39336416,Stocks,CIXF70,FGVK43,28520.0,USD,400,21/05/2012,71.3,USD,75.2
16/04/2010 00:06,ZGMDWAIX05754869,Stocks,ZELV96,IIZF28,4442857.39,SDG,7000,07/06/2013,98.63,USD,686.69
16/04/2010 00:06,PWMZWEDW19094574,Jumping Boots,GIWG34,SFEO61,249425.29,SGD,400,17/12/2014,143.46,USD,569.68
16/04/2010 00:07,MBKDZBIK05547559,Samehadas,TYAE14,ZMLP81,57076.0,USD,200,23/08/2013,285.38,USD,311.62
16/04/2010 00:07,HUTMFJIY00341444,Stocks,BDBU00,HXDA52,77946.0,USD,300,15/02/2013,259.82,USD,227.13
16/04/2010 00:07,IOGFVLOX88479685,Stocks,DILF10,TRFG21,331.34,JPY,2000,06/08/2012,3.12,USD,0.19
16/04/2010 00:07,IPKBOBSS92319508,Venom Canisters,SFZS08,DOGG07,21517675.2,ARS,5000,27/12/2012,151.55,USD,4551.05
16/04/2010 00:08,QJWORGZO57528836,Zoni Vessels,LKPN86,WVEI17,149940.0,USD,600,21/03/2014,249.9,USD,240.41
16/04/2010 00:08,WJIJVCJU07731709,Amulets of Change,UWUK72,CQPJ57,5059733.68,JOD,4000,21/11/2015,453.17,USD,1339.08
16/04/2010 00:08,TITAFKBN83506748,Meow Meow Beans,TRFG21,UEVD88,176416.5,MOP,300,18/11/2012,518.75,USD,522.87
16/04/2010 00:08,XLEGIJUO92974817,Stocks,YLGZ72,NXTO39,1649700.0,USD,9000,25/02/2011,183.3,USD,170.35
16/04/2010 00:08,GOPZEGQK78752411,Heart Containers,TFLS35,OCQF34,2827650.0,USD,7000,04/01/2014,403.95,USD,445.52
16/04/2010 00:08,JFZJQNSH48911745,Razor-rimmed Hats,KKZA87,THJF58,91095.0,USD,500,06/05/2011,182.19,USD,200.64
16/04/2010 00:08,XYNZHBQK35975425,Rejuvenation Tanks,DILF10,PQSW95,40554.0,USD,100,24/05/2014,405.54,USD,392.81
16/04/2010 00:08,FYSVGCQY90579341,Stocks,RDBE21,UEVD88,5768100.0,USD,30000,27/05/2014,192.27,USD,172.78
16/04/2010 00:09,XPURTEXR71907948,Stocks,VVXA11,LAUA80,31658.0,USD,200,08/02/2015,34.32,MNT,150.8
16/04/2010 00:09,XCTKKSFQ08196908,Stocks,HXDA52,PJKH65,101800.0,USD,4000,24/05/2014,25.45,USD,23.56
16/04/2010 00:09,QWZRDUBR71034193,Stocks,OCQF34,JZTC69,40569.0,USD,300,25/04/2014,135.23,USD,111.26
16/04/2010 00:09,NQRFUELE66684327,Dream Powder,IZTD25,LIIS96,109473.0,USD,700,18/03/2012,156.39,USD,139.29
16/04/2010 00:09,ZEGDUYOO16160272,Sensu Beans,PQSW95,MFJJ99,1705500.0,USD,5000,09/11/2011,341.1,USD,312.65
16/04/2010 00:09,WFFWVLLC86387390,Stocks,PVAZ61,KTLA69,161030.0,USD,1000,15/09/2011,161.03,USD,193.95
16/04/2010 00:09,CIJCYYVT35420478,Stocks,YSSR29,UWUK72,79476.84,BGN,6000,24/02/2015,119.55,USD,13.98
16/04/2010 00:09,FLNFDYFG98563373,Noisy Crickets,LIIS96,MSHS03,95424.0,USD,400,06/03/2011,238.56,USD,258.69
16/04/2010 00:09,SDQPWKYS12818947,Amulets of Unchanging,CBOX52,FGVK43,2158880.0,USD,8000,23/03/2013,269.86,USD,306.84
16/04/2010 00:09,ISUCEBHB24458268,Stocks,MKHA46,HWHS51,341760.0,USD,2000,30/06/2014,170.88,USD,192.68
16/04/2010 00:10,ZGLPEJBE87427884,Stocks,OPZI26,QLMY86,112806.0,USD,600,12/01/2013,188.01,USD,208.65
16/04/2010 00:11,KOJLJXGV16596871,Thief Gloves,QCRG59,GZED20,215649.0,USD,700,07/10/2015,308.07,USD,280.91
16/04/2010 00:11,OIOUBWDB63952339,Stocks,RJUD59,VVXA11,620269.11,HNL,900,15/08/2015,214.6,USD,606.21
16/04/2010 00:11,VWVKLUEQ81018419,Holy Rings,DJNE62,WYFO79,657318.78,AFN,2000,02/11/2015,31.3,USD,258.3
16/04/2010 00:12,BNSVCXBE78287779,Golems,CUVZ50,QODV38,194880.0,USD,8000,11/01/2013,24.36,USD,29.54
16/04/2010 00:12,LNJZIPIF61827478,Stocks,INIL60,MYXF05,42680.0,USD,2000,23/11/2011,21.34,USD,18.27
16/04/2010 00:12,THFXNIDI41469780,Cranium Inflolinks,ZBIO05,ZVEN26,89028.0,USD,300,25/04/2011,296.76,USD,262.2
16/04/2010 00:12,KSQEGEVW19663768,Stocks,CQPJ57,ZELV96,19416.0,USD,600,16/04/2012,2928.97,MUR,29.0
16/04/2010 00:13,SMAIWJEJ74940409,Stocks,RJUD59,WHPS18,74620.0,USD,1000,13/06/2013,74.62,USD,63.52
16/04/2010 00:13,KQSGLIBC16635137,Rune Bars,RNZB01,ZNQA84,11146.01,PEN,100,25/06/2011,346.58,USD,97.78
16/04/2010 00:13,MNDOZEAY66809193,Momentum Gliders,CQPJ57,SRYE59,118704330.9,KMF,90000,18/11/2011,232.15,USD,1480.45
16/04/2010 00:13,PWOIHLRY13741723,Knightmare Frames,PIFN94,YFAM59,2228550.0,USD,5000,25/12/2012,445.71,USD,452.0
16/04/2010 00:13,ETRVVDDG42761390,Amulets of ESP,CBOX52,PIFN94,51050.0,USD,5000,21/07/2013,10.21,USD,10.7
16/04/2010 00:13,AGNIVSDQ93405446,Adrenaline Orbs,BDBU00,MKHA46,1938767.04,MUR,100,19/10/2013,61.5,BND,17630.81
16/04/2010 00:13,RDRFMPNC38501789,Rings of Shock Resistance,CVMG22,RQGG65,44170.0,USD,500,03/08/2012,283.94,ISK,97.96
16/04/2010 00:13,TGCCTYRJ10347949,Stocks,PBFW95,JXGF57,868000.0,USD,7000,07/12/2012,124.0,USD,116.46
16/04/2010 00:14,ZGVLGXJV38516016,Stocks,ORQH73,CVMG22,466920.0,USD,6000,14/10/2011,77.82,USD,89.74
16/04/2010 00:14,JFNBCMCI44034602,Stocks,SUOX82,EMNK67,822980.92,YER,700,28/06/2012,178.57,USD,1379.02
16/04/2010 00:14,TYXHYAUH04233272,Stocks,GYWU23,ZVEN26,652600.0,USD,10000,29/06/2012,65.26,USD,54.34
16/04/2010 00:14,WEFXUAJY71736911,Stocks,YOQG45,KUWI70,6363.0,USD,900,27/10/2012,7.07,USD,7.79
16/04/2010 00:15,TDQIBIKD88347811,Romulan Ale,SXTM39,SMYT95,470040.0,USD,3000,20/07/2015,156.68,USD,135.62
16/04/2010 00:15,KNISZFES59824662,Stocks,SZRJ90,TKVF94,4688.0,USD,200,26/02/2015,23.44,USD,20.43
16/04/2010 00:15,OLRTUTQQ24877128,Vorpal Swords,DOGG07,OQXV70,1786440.0,USD,6000,27/01/2012,297.74,USD,274.05
16/04/2010 00:16,EKQQYERJ94652592,Stocks,QWOA67,AGBH66,37164.0,USD,200,03/06/2012,185.82,USD,213.35
16/04/2010 00:16,RYOSRQNB04697092,Stocks,QBAP68,SXTM39,99975.0,USD,500,13/09/2015,199.95,USD,227.66
16/04/2010 00:16,MBBGAVJV70076242,Golden Peaches,GIWG34,HPTP65,72140.0,USD,200,04/06/2012,17258.41,MYR,415.98
16/04/2010 00:16,EHWPCSKN86833376,Stocks,LIIS96,CIXF70,84833.0,USD,700,20/03/2012,121.19,USD,110.33
16/04/2010 00:16,APCKYCXI57823359,Stocks,MYXF05,QCRG59,1192410.0,USD,9000,04/09/2015,132.49,USD,119.46
16/04/2010 00:16,OIIHNYCL32340248,Madman's Knowledges,RNZB01,CAVR54,161118.94,CRC,400,11/01/2014,283.86,USD,450.95
16/04/2010 00:16,VTLJZISL38555504,Stocks,LAUA80,UEVD88,1695148.46,GNF,100,10/03/2013,78.54,XPF,14737.64
16/04/2010 00:16,SAPLZKYJ33887777,Stocks,ZEHM52,NQJL85,489200.0,USD,5000,10/06/2011,97.84,USD,107.02
16/04/2010 00:16,BPVXGSLM23809748,Stocks,UWUK72,WVEI17,57675.0,USD,500,02/12/2011,115.35,USD,130.17
16/04/2010 00:17,WHCZKPBS00927804,Stocks,CMZC67,DJNE62,504880.0,USD,4000,01/06/2011,126.22,USD,107.2
16/04/2010 00:17,APJAGGIO00066031,Thermal Regulation Suppositories,QLCE04,ZVEN26,344180.0,USD,1000,11/01/2013,344.18,USD,393.55
16/04/2010 00:17,HWJVLLVR14089850,Stocks,YSSR29,QLCE04,27573.0,USD,300,30/05/2013,91.91,USD,82.76
16/04/2010 00:17,LFDKAUWY77167549,Stocks,VAHJ53,OUNH49,38961.0,USD,300,28/07/2014,129.87,USD,107.5
16/04/2010 00:17,BVQXEYQJ24609256,Dunce Caps,HWHS51,HWJF09,37995.0,USD,300,07/10/2013,126.65,USD,116.74
16/04/2010 00:17,JJPYGAAI62545019,Flying Carpets,VKMV12,IJPI82,3223800.13,KYD,2000,13/07/2012,197.92,USD,1793.74
16/04/2010 00:17,IZMSVZZD06602669,Stocks,EKXA24,VXSM31,52380.0,USD,300,13/06/2014,174.6,USD,145.17
16/04/2010 00:18,QUGTINYY78804559,Doodle Disks,CQPJ57,QWOA67,7640.0,USD,100,06/11/2011,4.06,JPY,70.82
16/04/2010 00:18,BKFTLUGN65017389,Terondais,CUVZ50,QXFF29,29327.0,USD,100,27/10/2012,293.27,USD,301.55
16/04/2010 00:18,NMGBGAYE75240414,Philosopher Stones,INIL60,IJPI82,93132.0,USD,600,15/10/2011,155.22,USD,161.73
16/04/2010 00:19,SWMGKBPO38796522,Dino Disks,VESX21,MHFC34,400610.0,USD,7000,26/07/2014,57.23,USD,51.99
16/04/2010 00:19,OVNFATGT53940111,Stocks,GBEZ65,MDEQ10,1872989.51,MGA,6000,15/07/2012,54.89,USD,357.88
16/04/2010 00:19,RJKEYZEB82129396,Faerie Tonics,MEOQ86,QOKP03,5004172.5,MAD,6000,27/11/2012,351.17,USD,793.21
16/04/2010 00:20,OQOEIRPN51310076,Pokedexes,PNFK78,HXDA52,26400.0,USD,100,20/04/2014,264.0,USD,285.86
16/04/2010 00:20,TLIFAMRT70841106,Stocks,LIJW00,MYXF05,4268.0,USD,200,30/03/2014,21.34,USD,19.55
16/04/2010 00:20,NJSQBWAO94233657,Berserk Genes,TYAE14,CVMG22,35670.0,USD,500,24/06/2014,71.34,USD,60.29
16/04/2010 00:20,JRSNCSOU82168662,Stocks,BMRZ75,PNFK78,477300.0,USD,5000,04/03/2013,95.46,USD,106.05
16/04/2010 00:20,JDUUNVCB56225173,Stocks,FDWI64,TBVE46,2227067.44,SGD,3000,09/03/2014,170.79,USD,672.64
16/04/2010 00:20,UGGYAVAG97473498,Stocks,ORQH73,JZTC69,108184.0,USD,800,12/08/2011,135.23,USD,117.62
16/04/2010 00:20,SNBFYWUB76891774,Rings of Regeneration,PKBF70,GZED20,72676.0,USD,400,17/04/2011,1581.05,GHS,160.1
16/04/2010 00:20,LOMVWMRT57448911,Stocks,ORQH73,CAVR54,29394.0,USD,200,17/08/2013,146.97,USD,130.7
16/04/2010 00:20,VPLTNSWY45270675,Stocks,EMNK67,SRYE59,5064.0,USD,800,18/04/2014,6.33,USD,5.64
16/04/2010 00:21,KTSKATAH16023991,Stocks,EKXA24,LIJW00,63246.0,USD,300,27/09/2014,210.82,USD,223.75
16/04/2010 00:21,BABEVKYP31608802,Curries of Life,OPET16,DILF10,3198440.0,USD,7000,24/10/2013,456.92,USD,393.47
16/04/2010 00:21,GDGDTAYB89609080,Javelins,GBEZ65,QHXJ50,1050309.79,HKD,900,30/11/2014,278.39,USD,1090.69
16/04/2010 00:21,RHDNGWHT09234364,Stocks,WYFO79,HPTP65,160111.0,USD,700,08/04/2011,228.73,USD,223.76
16/04/2010 00:21,CRMUUIOG04050118,Stocks,BBAX06,EKXA24,184164.48,BZD,300,24/03/2011,129.76,USD,599.26
16/04/2010 00:22,ZVYOHYCL08207556,Stocks,QLCE04,LWGE44,9868.64,BIF,500,21/05/2013,8.92,USD,16.67
16/04/2010 00:22,ZEQMGLKK23577335,Stocks,ZMLP81,TFLS35,4612.0,USD,200,02/05/2011,23.06,USD,21.35
16/04/2010 00:22,GHTPVPHW44082863,Stocks,BBJG05,TKVF94,46880.0,USD,2000,06/02/2011,23.44,USD,22.37
16/04/2010 00:22,DHRPDJSY04993536,Stocks,CQPJ57,HSWX88,55639.41,UGX,300,23/10/2015,19.0,USD,211.59
16/04/2010 00:23,JCQBBVCL00264057,Nemean Cestuses,HFLM11,JCWS17,865500.0,USD,3000,03/04/2013,2304.88,CLP,315.97
16/04/2010 00:23,STJJVBEZ87709371,Shrouds of Turin,ZVEN26,QODV38,1197750.0,USD,5000,17/02/2011,239.55,USD,273.01
16/04/2010 00:23,IDIDJBWT45986877,Stocks,WWNS72,KKGY69,76542566.4,HKD,90000,13/04/2015,1359.86,TND,738.49
16/04/2010 00:23,RPHZTJOU57596681,Stocks,IBLA29,KRRO64,18720900.0,USD,90000,28/11/2012,208.01,USD,231.66
16/04/2010 00:24,IAUVZRTN35128800,Chunin Headband,JZTC69,EIWJ22,161400.0,USD,600,11/01/2015,269.0,USD,233.89
16/04/2010 00:24,HPGADCWY77612994,Hero Association Mugs,RLZK87,ZMLP81,412712.93,UYU,200,16/01/2012,44.04,USD,1817.54
16/04/2010 00:24,PHSXGDPI94587884,Leaves of Lorien,GGLV00,GBEZ65,710400.0,USD,6000,20/10/2011,118.4,USD,103.19
16/04/2010 00:24,HKAKJNVX85216906,Koins,DNIL23,IZLM67,146880.0,USD,1000,01/05/2013,146.88,USD,136.6
16/04/2010 00:24,EFUREOLW08530595,Stocks,BBJG05,QOKP03,14951500.0,USD,50000,24/12/2012,299.03,USD,337.63
16/04/2010 00:25,RHGDVFIK62141415,Cloaks of Displacement,RDBE21,NXTO39,469170.0,USD,9000,20/07/2015,52.13,USD,56.84
16/04/2010 00:25,OBFEXSRT88133275,Owls of Athena,KKZA87,WIZJ73,113780.0,USD,500,22/11/2015,227.56,USD,207.51
16/04/2010 00:25,JBWECNUU42282006,Mental Herbs,IJPI82,HSWX88,2940560.0,USD,8000,10/05/2011,367.57,USD,397.09
16/04/2010 00:25,WXTAZPQK13453124,Stocks,SRYE59,AYIH50,78342.0,USD,600,05/07/2015,920.35,KWD,134.12
16/04/2010 00:25,MNXQRUBQ55415500,Stocks,TKVF94,NQJL85,3913600.0,USD,40000,04/08/2015,97.84,USD,84.98
16/04/2010 00:25,ASKVEOHU37306074,Stocks,SEKK26,PBFW95,935940.0,USD,6000,02/04/2014,155.99,USD,130.26
16/04/2010 00:25,QPXWBSDO66668078,Stocks,OPZI26,SFEO61,792.0,USD,200,14/12/2012,3.96,USD,4.22
16/04/2010 00:25,PQXUMPFD66342455,Psychic Seeds,IZLM67,SZRJ90,12037900.0,USD,70000,30/11/2013,171.97,USD,200.75
16/04/2010 00:25,GFNJZJWP94499764,Stocks,SZRJ90,FJOI82,31029.0,USD,300,03/11/2015,103.43,USD,98.84
16/04/2010 00:26,AWDWEPHU63816427,Stocks,HWHS51,YFAM59,53907.0,USD,700,18/03/2011,77.01,USD,70.9
16/04/2010 00:26,TDSWXYXZ45457113,Eject Buttons,RNZB01,VAHJ53,722933.81,KGS,3000,14/09/2011,30.79,USD,279.3
16/04/2010 00:26,EHWYRRXP18816823,Veritaserums,BMRZ75,AWYB85,9317000.0,USD,20000,19/11/2014,1529.2,NAD,394.36
16/04/2010 00:26,FTUAEECQ04088358,Stocks,RDBE21,UACN81,1006.0,USD,100,21/11/2012,10.06,USD,11.24
16/04/2010 00:26,YRCSZBBL20853251,Stocks,YFAM59,RJCA92,5352.0,USD,400,04/09/2012,13.38,USD,14.05
16/04/2010 00:26,AYLMKRRR83321418,Stocks,SEKK26,MDEQ10,43912.0,USD,800,26/06/2015,383.63,BTN,50.38
16/04/2010 00:26,VUKVRTVP10314172,Stocks,IIZF28,KTLA69,16103.0,USD,100,30/07/2014,10842.89,AUD,150.72
16/04/2010 00:26,SXHUHOOQ72300931,Stocks,CBOX52,SRYE59,37980.0,USD,6000,13/03/2014,6.33,USD,5.98
16/04/2010 00:27,QCRJUSGV83160403,Stocks,MDEQ10,TFLS35,12408539.88,TZS,60000,20/05/2014,23.06,USD,189.98
16/04/2010 00:27,EKHZWZYG34412398,Stocks,SUOX82,SZRJ90,157014.0,USD,900,11/10/2011,174.46,USD,142.95
16/04/2010 00:27,XOIHSTOK85173469,Meat Sticks,PVAZ61,SFZS08,2942448.9,JOD,5000,18/08/2015,210.83,USD,511.11
16/04/2010 00:27,RHZTBEKR44000652,Stocks,LIJW00,PJKH65,144736.7,MGA,1000,19/08/2011,25.45,USD,124.49
16/04/2010 00:27,TGKTNHWB03483263,Lavenders,CIXF70,KTLA69,11252513.98,MWK,4000,15/01/2013,297.06,USD,2813.12
16/04/2010 00:27,VGUMYPBV32230830,Stocks,BDBU00,KTLA69,4279565.49,GYD,7000,02/04/2011,161.03,USD,706.62
16/04/2010 00:27,XESQHJKI87141475,Time Turners,WVEI17,DJNE62,202540.0,USD,400,06/03/2013,506.35,USD,443.13
16/04/2010 00:28,UDNJAOKP26374741,Stocks,QBVN33,CIXF70,48476.0,USD,400,31/03/2014,121.19,USD,111.2
16/04/2010 00:28,WMHZTSLV38323150,Stocks,WYFO79,JXGF57,49600.0,USD,400,21/10/2011,124.0,USD,114.33
16/04/2010 00:28,IEXCCJGO27076948,Rings of Invisibility,DJNE62,GGLV00,261160.0,USD,4000,09/05/2015,65.29,USD,59.2
16/04/2010 00:28,BUDMBWXK92339725,Stocks,MFZY76,JXGF57,992000.0,USD,8000,14/11/2011,124.0,USD,102.45
16/04/2010 00:28,DHDPXCIM64066943,Stocks,FORM54,HNLV68,47948.0,USD,400,18/04/2013,119.87,USD,112.4
16/04/2010 00:29,IAVCLTHO53015456,Mind Pluses,DVVB31,EKXA24,14401.0,USD,100,23/08/2012,1055.49,MVR,122.03
16/04/2010 00:29,ABGVMFOD18291183,Stocks,FYYD57,CAVR54,1113432.96,MWK,800,08/04/2014,146.97,USD,1387.29
16/04/2010 00:29,TYLROREH95568361,Elder Wands,GIWG34,LKPN86,70971.0,USD,300,23/04/2011,236.57,USD,191.53
16/04/2010 00:29,ECKYQBIR04941764,Fire Tablets,SWGF93,UIKN63,13169844.95,MGA,7000,29/10/2014,330.82,USD,1687.0
16/04/2010 00:29,ZHGSQEXS69793573,Millennium Puzzles,MFZY76,XHYN07,19040.0,USD,1000,04/11/2011,19.04,USD,16.56
16/04/2010 00:30,MYZYDBVX25202306,Stocks,RJCA92,PVAZ61,248735.06,CDF,8000,17/08/2013,368.04,PGK,27.71
16/04/2010 00:30,EPVYMSGD44757896,Stocks,OQXV70,LBKT00,7191.0,USD,900,02/03/2012,7.99,USD,8.95
16/04/2010 00:30,LXXMNVEY33548721,Stocks,TVQQ54,IBLA29,69693.0,USD,300,06/10/2013,232.31,USD,223.45
16/04/2010 00:30,HZITXMFN99923889,Stocks,DDIB11,DILF10,1336440.0,USD,7000,22/05/2015,190.92,USD,158.78
16/04/2010 00:30,KOLPQLRR82383358,Box Basher 2000s,SFEO61,LWGE44,12834207.0,BMD,50000,06/02/2012,224.1,USD,288.52
16/04/2010 00:30,OXXJUNXT83791513,Stocks,FJOI82,NCYN50,815410.23,ILS,5000,24/09/2011,17.74,USD,120.01
16/04/2010 00:30,RRXFCYFA61570723,Koins,AGBH66,IZLM67,132192.0,USD,900,01/08/2015,146.88,USD,129.74
16/04/2010 00:31,AWXZHWCB75188738,Stocks,ZVEN26,NCCX02,143332.0,USD,700,21/02/2014,204.76,USD,190.7
16/04/2010 00:31,XYBTBSRV09782206,Deku Sticks,BBAX06,HFLM11,1665520.0,USD,4000,26/07/2015,416.38,USD,492.94
16/04/2010 00:31,MIVJBZVP10506550,Stocks,CQPJ57,JZTC69,25240733.59,TWD,400,14/12/2013,135.23,USD,62466.43
16/04/2010 00:31,MOCWBPPL04548770,Stocks,UFAY59,PJKH65,2405093.71,AFN,9000,04/02/2013,25.45,USD,282.79
16/04/2010 00:32,NDYWPKQM38460635,Stocks,VESX21,EKXA24,375051.82,HNL,900,27/03/2011,129.76,USD,357.37
16/04/2010 00:32,LXHQVBEK90543938,Potora Earrings,ZEHM52,RQGG65,39440.0,USD,4000,19/10/2011,9.86,USD,11.18
16/04/2010 00:32,YKFZQZUK70566042,Bold Hunter's Marks,DBCS17,MFJJ99,5890800.0,USD,40000,07/10/2015,147.27,USD,135.76
16/04/2010 00:32,QXXBFOEI58901460,Stocks,DDIB11,WYFO79,266594.86,MKD,900,15/01/2013,44.22,USD,279.41
16/04/2010 00:32,ZXQFOLQR96204378,Romulan Ale,WIZJ73,SMYT95,78340.0,USD,500,06/10/2013,156.68,USD,155.22
16/04/2010 00:33,CFPFSDSS25216272,Blue Elixirs,AMBT33,QLMY86,206332159.6,DJF,70000,12/09/2013,366.64,USD,3148.79
16/04/2010 00:33,GGOVGYTT13890110,Stocks,AHMZ79,KRRO64,26357612.73,PHP,2000,16/03/2015,1394.25,TND,11216.4
16/04/2010 00:33,LALUJNTK89833763,LiDAR Mark-Trackers,ISWT83,RNZB01,8926622.3,QAR,9000,17/10/2015,320.54,USD,1027.14
16/04/2010 00:33,OGBPSVXJ70186778,Stocks,CIXF70,LBKT00,7191.0,USD,900,09/08/2013,7.99,USD,6.78
16/04/2010 00:33,AEHVOCJU56306034,Stocks,QHXJ50,ZFHD93,913696.46,LYD,900,30/09/2015,80.93,USD,863.3
16/04/2010 00:34,BHKFCVYV84871648,Stocks,DGTY64,VVXA11,263597.47,LRD,200,06/10/2015,214.6,USD,1169.39
16/04/2010 00:34,HSVMNIBK53277267,Stocks,SFEO61,LIJW00,168656.0,USD,800,22/01/2015,210.82,USD,253.42
16/04/2010 00:34,QQEMQESV29979054,Assault Vests,VVBY18,LIIS96,610786.19,TTD,500,21/01/2011,309.8,USD,1375.58
16/04/2010 00:34,EYTMZJMZ07862079,Stocks,FORM54,HNLV68,5993500.0,USD,50000,09/01/2011,119.87,USD,104.89
16/04/2010 00:34,FYZSOMUT11542114,T-800s,HPTP65,QAZT26,180750.0,USD,600,01/01/2014,301.25,USD,316.16
16/04/2010 00:35,XBCJCBVV89529900,Dragon Scales,YOQG45,KTLA69,136770.0,USD,500,26/04/2014,273.54,USD,320.66
16/04/2010 00:35,SLDCTQSR64807901,Stocks,DBCS17,THJF58,98880.0,USD,4000,08/09/2013,24.72,USD,23.17
16/04/2010 00:35,FADDMGDY17643844,Rings of Teleport Control,MEOQ86,VGYT30,2894220.0,USD,6000,09/07/2012,482.37,USD,521.33
16/04/2010 00:35,YBDLGIAL85987788,Stocks,TYAE14,KKGY69,83732.63,LSL,200,06/02/2014,30.61,NGN,322.97
